fname,target_word,speech_start,speech_end,gesture_start,gesture_end,word_form,source_file,source_video_start,source_video_end,source_width,source_height,num_frames,pad,bbox
raise/00146,raise,43,55,48,99,raises,CIS0osvIeEk,189.08,193.08,1280,720,5946,548,"[622, 360, 1718, 1456]"
two/00131,two,47,51,25,54,two,PLPRSvl3nJY,428.0,432.0,1280,720,4572,475,"[475, 360, 1425, 1310]"
mix/00147,mix,47,51,25,50,mix,5G8vgVA_920,140.16,144.16,1920,1080,8093,842,"[1078, 581, 2762, 2265]"
bottom/00031,bottom,45,53,15,50,bottom,dE5GRq0lPE0,121.44,125.44,1920,1080,504,476,"[928, 550, 1881, 1503]"
develop/00074,develop,44,54,25,67,developed,R3q1h4-ogmY,66.0,70.0,1920,1080,577,845,"[1074, 539, 2765, 2230]"
down/00112,down,45,53,28,58,down,_5FvExL4GNM,335.96,339.96,1920,1080,1880,960,"[960, 592, 2880, 2512]"
broad/00046,broad,27,36,8,39,broad,mKRkYSsvP78,66.0,70.0,1280,720,460,546,"[546, 360, 1638, 1452]"
specific/00296,specific,51,64,25,75,specific,fxYhxBXtgvE,59.4,63.4,1920,1080,170,503,"[1136, 577, 2142, 1583]"
below/00405,below,45,53,0,53,below,d4P8s-mkMvs,36.84,40.84,1920,1080,550,859,"[918, 564, 2637, 2283]"
connect/00067,connect,45,53,29,75,connect,izJlhX_aLiE,273.2,277.2,1920,1080,674,760,"[805, 579, 2325, 2099]"
process/00069,process,43,56,34,99,process,AYnJv68T3MM,243.4,247.4,1920,1080,151,772,"[772, 540, 2316, 2084]"
open/00146,open,47,52,25,99,open,lCbFUKCVG1I,103.04,107.04,1920,1080,263,803,"[803, 539, 2410, 2146]"
various/00057,various,44,54,25,60,various,gIvplaCvd54,1054.2,1058.2,900,720,5503,301,"[656, 419, 1258, 1021]"
push/00313,push,45,53,37,76,pushing,84WP6T5CflU,234.12,238.12,1920,1080,874,609,"[1128, 671, 2347, 1890]"
process/00070,process,45,54,39,67,process,nX3KvWY8UGk,1350.12,1354.12,1920,1080,482,723,"[1196, 579, 2643, 2026]"
increase/00080,increase,43,55,25,61,increase,oC_jmUhwuxs,344.88,348.88,1280,720,598,567,"[691, 360, 1825, 1494]"
below/00406,below,45,53,31,80,below,Ors6eBP4oy8,233.64,237.64,1280,720,2133,640,"[640, 365, 1920, 1645]"
straight/00173,straight,44,55,0,61,straight,FHLvzokXWok,464.8,468.8,1920,1080,2702,675,"[1165, 584, 2516, 1935]"
switch/00220,switch,60,64,50,91,switch,_9qARcdCAn4,279.68,283.68,1920,1080,95,486,"[971, 588, 1943, 1560]"
few/00010,few,47,51,44,59,few,qnjhK-LEqOg,389.52,393.52,1920,1080,780,442,"[1252, 549, 2136, 1433]"
beautiful/00010,beautiful,39,59,33,58,beautiful,vy903Clq4bU,266.68,270.68,1920,1080,233,719,"[933, 575, 2371, 2013]"
high/00092,high,10,17,0,86,high,0eLevJQgDEk,5.92,9.92,1920,1080,357,527,"[883, 552, 1938, 1607]"
fight/00031,fight,46,52,0,82,fight,29GLp7RWHNM,1102.88,1106.88,1280,720,20574,474,"[474, 359, 1423, 1308]"
transition/00030,transition,44,55,6,75,transition,EdypV305LBo,435.6,439.6,1920,1080,987,466,"[755, 613, 1688, 1546]"
short/00053,short,46,52,41,53,short,OTlHqwM7p14,415.84,419.84,1920,1080,153,539,"[1137, 539, 2216, 1618]"
mix/00148,mix,47,52,25,50,mixing,GUNBXwBdXk4,690.04,694.04,1280,720,19325,640,"[640, 360, 1920, 1640]"
lift/00092,lift,46,52,25,69,lifted,tQKKFlBzIps,460.92,464.92,1920,1080,364,859,"[859, 540, 2577, 2258]"
count/00056,count,46,53,38,75,counting,wRKV1ltiSFc,408.88,412.88,1280,720,1448,565,"[677, 359, 1808, 1490]"
turn/00173,turn,46,52,25,56,turned,VW2GaaYuJIE,247.52,251.52,1920,1080,2646,960,"[960, 540, 2880, 2460]"
bye/00672,bye,90,95,74,99,bye,PhOCld3ivQU,549.2,553.2,1920,1080,13728,555,"[1365, 540, 2475, 1650]"
transition/00031,transition,24,74,0,43,transitions,ARkPBm6AcNA,584.12,588.12,1920,1080,1069,363,"[291, 427, 1017, 1153]"
force/00089,force,43,55,25,50,forced,zQVQfnFRXcc,573.48,577.48,1920,1080,341,842,"[1078, 540, 2762, 2224]"
turn/00174,turn,46,52,17,99,turn,1L88USV83A4,146.48,150.48,1280,720,921,437,"[611, 363, 1486, 1238]"
open/00147,open,47,52,23,62,opened,BGSRU0mABPk,423.32,427.32,1920,1080,1278,471,"[471, 626, 1414, 1569]"
move/00213,move,20,27,0,43,moved,o95umpe4VaQ,277.24,281.24,1280,720,93,330,"[617, 390, 1277, 1050]"
bye/00673,bye,45,53,24,54,bye,uVAGcsjAOBc,424.32,428.32,1280,720,1677,640,"[640, 360, 1920, 1640]"
direction/00234,direction,42,56,25,58,direction,jaRxaekiPRA,290.16,294.16,1920,1080,481,755,"[895, 610, 2406, 2121]"
wide/00131,wide,45,53,25,57,wide,lfoQFXPSfhk,52.92,56.92,1920,1080,1254,739,"[1180, 539, 2659, 2018]"
join/00038,join,11,18,0,30,joining,6CwmOkz3nD0,160.84,164.84,1920,1080,2340,960,"[960, 540, 2880, 2460]"
specific/00297,specific,43,56,41,84,specific,Xn0-QYZWUko,347.84,351.84,1280,720,9063,640,"[640, 360, 1920, 1640]"
below/00407,below,46,52,36,61,below,BjNdaV_Jz4U,368.44,372.44,1920,1080,1181,708,"[1009, 540, 2425, 1956]"
separate/00096,separate,43,55,25,64,separate,mmE6lviKUJ4,346.2,350.2,1920,1080,2192,960,"[960, 540, 2880, 2460]"
three/00163,three,44,54,34,64,three,D9dLh8KCfKI,180.08,184.08,1280,720,7336,293,"[306, 419, 892, 1005]"
huge/00185,huge,43,56,30,75,huge,mlwzOPxN-QA,387.76,391.76,1920,1080,355,526,"[1394, 583, 2446, 1635]"
above/00206,above,46,53,37,60,above,VBvI4U-Lutw,284.6,288.6,1920,1080,11464,888,"[888, 546, 2665, 2323]"
boost/00012,boost,45,53,31,63,boost,oaWb28o6PRA,201.56,205.56,1280,720,322,360,"[951, 360, 1671, 1080]"
specific/00298,specific,44,54,36,61,specific,kV4Fao2OhZ4,246.92,250.92,1920,1080,7938,543,"[543, 607, 1629, 1693]"
spin/00091,spin,45,54,18,55,spinning,v1_-LsQLwkA,78.0,82.0,1920,1080,885,960,"[960, 540, 2880, 2460]"
specific/00299,specific,43,55,33,65,specific,3nVHhqblh88,276.28,280.28,1280,720,376,346,"[636, 373, 1329, 1066]"
flow/00078,flow,41,58,25,99,flow,e-5obm1G_FY,316.64,320.64,1920,1080,699,828,"[828, 540, 2484, 2196]"
elevate/00024,elevate,43,55,25,56,elevated,Jogs07Svupk,687.84,691.84,1280,720,18775,640,"[640, 360, 1920, 1640]"
walk/00021,walk,45,53,37,62,walked,Le6hV9ANr9Q,57.04,61.04,1920,1080,290,518,"[984, 648, 2021, 1685]"
collect/00027,collect,46,52,23,57,collected,Y6qQ_mZoi34,15.96,19.96,1280,720,8135,640,"[640, 360, 1920, 1640]"
four/00148,four,47,52,35,99,four,xMCayHARWSM,1161.32,1165.32,1280,720,978,614,"[614, 362, 1843, 1591]"
direction/00235,direction,43,55,1,61,direction,ATnNMZRj40Y,1566.88,1570.88,854,480,1506,427,"[427, 240, 1281, 1094]"
close/00063,close,45,54,38,63,closed,WRCR64dg6nY,745.92,749.92,1280,720,5550,501,"[778, 407, 1781, 1410]"
tilt/00013,tilt,75,85,56,87,tilting,FTdsEBU9N1U,382.64,386.64,1920,1080,159,740,"[785, 574, 2266, 2055]"
lower/00124,lower,45,53,18,57,lower,fZ01GIdgTGE,350.2,354.2,1920,1080,611,428,"[853, 728, 1709, 1584]"
top/00137,top,45,54,38,59,top,tXrPy0uFxb4,303.68,307.68,1920,1080,2930,949,"[970, 539, 2869, 2438]"
track/00052,track,46,51,25,50,track,6qNawyzVGbc,321.72,325.72,1280,720,123,640,"[640, 360, 1920, 1640]"
begin/00049,begin,45,54,31,66,began,dxVFT7m1_Mc,299.92,303.92,1920,1080,1264,960,"[960, 688, 2880, 2608]"
hello/00267,hello,1,7,0,14,hello,nKWt-jKAGVw,3.08,7.08,1280,720,225,624,"[646, 360, 1894, 1608]"
top/00138,top,46,53,39,64,top,1hqErVQ3kPg,458.6,462.6,1280,720,15585,640,"[640, 360, 1920, 1640]"
two/00132,two,47,51,27,76,two,CWMH3-1DmIE,348.96,352.96,1920,1080,880,960,"[960, 538, 2880, 2458]"
below/00408,below,46,53,15,62,below,6WvNUu1eXE0,47.24,51.24,1280,720,324,466,"[813, 360, 1746, 1293]"
huge/00186,huge,41,57,0,59,huge,E505JhAIfpg,244.36,248.36,1920,1080,461,715,"[1004, 539, 2434, 1969]"
huge/00187,huge,45,53,23,69,huge,3r1NrTvdI4g,517.64,521.64,1920,1080,797,375,"[1395, 545, 2145, 1295]"
long/00132,long,44,54,25,50,long,iTi0TUmMkc8,55.2,59.2,1920,1080,536,566,"[595, 604, 1727, 1736]"
lower/00125,lower,47,52,30,60,lower,ZgDOiKSv1OE,37.72,41.72,1920,1080,260,461,"[1155, 600, 1690, 1190]"
below/00409,below,47,52,25,52,below,9Xk39LNg304,115.88,119.88,1920,1080,283,664,"[876, 579, 2205, 1908]"
close/00064,close,44,54,36,53,close,CsIaYvUJFTw,219.36,223.36,1280,720,373,360,"[515, 360, 1235, 1080]"
many/00053,many,47,52,44,76,many,TxMpvgIHQyw,134.72,138.72,1280,720,1006,423,"[655, 449, 1502, 1296]"
point/00044,point,46,53,34,76,point,M2ELoMMEPDY,143.2,147.2,1280,720,10310,640,"[640, 360, 1920, 1640]"
raise/00147,raise,46,52,29,80,raise,xzWuEKyhdKE,94.76,98.76,1920,1080,12932,634,"[1005, 382, 2273, 1650]"
top/00139,top,83,89,64,99,top,775XrAIKUwo,87.28,91.28,1920,1080,345,702,"[1154, 540, 2558, 1944]"
twist/00038,twist,46,53,34,62,twist,O2x1V5AUCfY,401.24,405.24,1440,1080,6147,719,"[719, 578, 2158, 2017]"
many/00054,many,47,51,30,66,many,NYsQ6InvhrI,56.0,60.0,1280,720,7167,393,"[485, 375, 1271, 1161]"
heavy/00037,heavy,29,36,25,51,heavy,92oHNd8vFwo,373.4,377.4,1920,1080,130,699,"[1123, 534, 2521, 1932]"
open/00148,open,47,52,25,67,open,Am98S_InLEQ,272.2,276.2,1280,720,386,416,"[416, 378, 1249, 1211]"
entire/00132,entire,75,89,72,99,entire,dZffx3eQO20,49.52,53.52,1920,1080,223,686,"[802, 561, 2175, 1934]"
five/00159,five,70,77,58,83,five,LLPm8anqQCU,201.6,205.6,1280,720,888,556,"[591, 360, 1703, 1472]"
turn/00175,turn,47,51,33,70,turn,sR3xmof8rZY,477.44,481.44,1280,720,2042,491,"[789, 360, 1771, 1342]"
fight/00032,fight,43,55,25,62,fighting,BpqWf91j0Hc,437.84,441.84,1920,1080,380,736,"[1184, 540, 2656, 2012]"
bye/00674,bye,47,52,60,91,bye,0UyP4b5lEJQ,387.92,391.92,1280,720,1989,515,"[515, 326, 1546, 1357]"
bottom/00032,bottom,46,53,30,61,bottom,rVSjnlEVfvE,199.2,203.2,1280,720,176,325,"[325, 390, 975, 1040]"
hello/00268,hello,1,13,0,22,hello,e307K7tPNUE,15.84,19.84,1920,1080,140,532,"[1477, 548, 2541, 1612]"
specific/00300,specific,43,55,39,67,specific,fsgZIGYAHwI,232.56,236.56,1920,1080,725,749,"[1138, 539, 2637, 2038]"
together/00266,together,72,80,40,99,together,O-0sRSo1Ir4,353.76,357.76,1920,1080,134,501,"[845, 578, 1848, 1581]"
back/00041,back,46,52,43,68,back,5N5zfBzzTvs,417.48,421.48,1920,1080,828,707,"[707, 540, 2121, 1954]"
little/00042,little,47,52,39,74,little,oaVx-1w_FfE,320.8,324.8,1280,720,1510,624,"[624, 349, 1872, 1597]"
switch/00221,switch,47,52,25,65,switch,2LAdkQSOcJ0,734.36,738.36,1920,1080,3913,960,"[960, 545, 2880, 2465]"
specific/00301,specific,43,55,39,80,specific,IRZyig2L8Qc,331.44,335.44,1920,1080,539,684,"[1056, 555, 2424, 1923]"
direction/00236,direction,43,56,0,58,directions,thQ7bSTqMFU,414.44,418.44,1920,1080,667,620,"[1066, 537, 2307, 1778]"
high/00093,high,50,62,49,70,high,UibfDUPJAEU,622.6,626.6,644,480,953,277,"[339, 247, 893, 801]"
around/00060,around,45,53,35,74,around,cgT6h9h-VbU,339.52,343.52,1920,1080,1392,582,"[1121, 532, 2285, 1696]"
tiny/00166,tiny,75,87,62,99,tiny,3CNA7ztSuEg,550.0,554.0,1280,720,110,358,"[565, 329, 1282, 1046]"
together/00267,together,45,53,39,74,together,HbEaYwwBquQ,163.4,167.4,1280,720,1365,454,"[565, 393, 1473, 1301]"
curve/00063,curve,46,52,11,71,curve,mUXlAYXY-kI,610.44,614.44,1280,720,718,429,"[595, 371, 1454, 1230]"
specific/00302,specific,41,58,30,99,specific,jbYgza4NNk8,214.12,218.12,1920,1080,1424,526,"[495, 552, 1547, 1604]"
perfect/00041,perfect,36,51,31,68,perfected,50e4_xD53WA,34.48,38.48,1920,1080,106,566,"[1010, 562, 2142, 1694]"
short/00054,short,46,52,25,50,short,Xd7CqfuzNFE,298.28,302.28,1920,1080,1731,550,"[584, 415, 1685, 1516]"
raise/00148,raise,47,51,25,50,raise,l9srs5mYZTo,145.76,149.76,1920,1080,11037,960,"[960, 540, 2880, 2460]"
catch/00016,catch,10,18,0,46,catch,5AvaeTrCct4,123.52,127.52,1920,1080,349,793,"[1016, 540, 2602, 2126]"
layer/00078,layer,44,55,0,76,layering,DudaJGyYU7M,805.88,809.88,1280,720,3010,611,"[611, 359, 1834, 1582]"
large/00137,large,47,57,38,59,large,fTSsIlgw-vw,408.8,412.8,1280,720,81,371,"[908, 364, 1651, 1107]"
angle/00032,angle,46,52,0,70,angle,oJ8KgZbY58E,41.48,45.48,1920,1080,151,808,"[808, 539, 2424, 2155]"
small/00155,small,45,54,25,64,small,g7tsa4Abdts,203.76,207.76,1280,720,1405,599,"[680, 363, 1879, 1562]"
whole/00216,whole,46,53,33,58,whole,BfYVC4uJNzg,36.56,40.56,1280,720,1104,389,"[673, 377, 1451, 1155]"
large/00138,large,46,53,25,68,large,7U9xpy3krZk,368.8,372.8,1920,1080,4075,894,"[894, 548, 2682, 2336]"
together/00268,together,44,54,25,60,together,GCw35RKBF70,685.48,689.48,1920,1080,1511,507,"[1467, 572, 2482, 1587]"
bye/00675,bye,79,83,60,96,bye,e0IcUfFJmKM,337.6,341.6,1280,720,8540,639,"[641, 385, 1919, 1663]"
hello/00269,hello,8,16,0,56,hello,jpFfqooC_Dw,60.6,64.6,1280,720,56,379,"[901, 360, 1659, 1118]"
little/00043,little,46,52,25,62,little,mR4t4eI6-8g,567.52,571.52,1280,720,126,539,"[740, 361, 1819, 1440]"
slide/00027,slide,43,55,22,99,slide,nG8h4DQ0bUU,170.48,174.48,1280,720,5550,640,"[640, 381, 1920, 1661]"
bye/00676,bye,47,51,40,79,bye,uM5UNy3ebKA,464.04,468.04,1920,1080,668,960,"[960, 540, 2880, 2460]"
eat/00019,eat,46,53,30,99,eating,_tK-xacIYJ0,312.72,316.72,1920,1080,853,896,"[896, 579, 2688, 2371]"
specific/00303,specific,23,39,0,56,specific,O8A-tCJQdp4,160.64,164.64,1920,1080,287,532,"[1388, 563, 2452, 1627]"
mix/00149,mix,47,51,17,75,mix,auacRlm6-ZI,255.88,259.88,1920,1080,8291,758,"[758, 539, 2274, 2055]"
push/00314,push,45,54,40,75,pushing,jRQdA7FADyY,994.4,998.4,1920,1080,929,505,"[941, 575, 1640, 1354]"
two/00133,two,47,51,38,99,two,RVCTElr7H7E,567.8,571.8,1920,1080,407,960,"[960, 586, 2880, 2506]"
whole/00217,whole,46,52,36,62,whole,FsNm85KqsDU,348.52,352.52,1280,720,10669,640,"[640, 360, 1920, 1640]"
bye/00677,bye,89,96,88,99,bye,gzljNv0U75Y,515.56,519.56,1920,1080,310,548,"[1310, 415, 2406, 1511]"
switch/00222,switch,46,53,25,76,switch,HuHQhSThvIA,489.24,493.24,1920,1080,2457,734,"[734, 567, 2202, 2035]"
straight/00174,straight,6,15,0,39,straight,adxRTCodv9Q,246.24,250.24,1920,1080,104,646,"[1092, 571, 2385, 1864]"
bye/00678,bye,81,86,77,99,bye,01cHrJGcAoE,421.84,425.84,1280,720,651,640,"[640, 360, 1920, 1640]"
move/00214,move,46,53,43,77,moving,39FhAfODnO0,142.56,146.56,1280,720,135,426,"[730, 372, 1582, 1224]"
peak/00032,peak,47,52,11,59,peak,GbIOV2Zx2eY,528.4,532.4,1920,1080,1102,960,"[960, 540, 2880, 2460]"
cup/00013,cup,47,52,0,99,cup,1AvmwbS88gw,140.56,144.56,854,480,275,356,"[425, 239, 1138, 952]"
hello/00270,hello,1,6,2,24,hello,CNXk01YM1XY,22.88,26.88,2560,1440,101,790,"[1362, 789, 2942, 2369]"
push/00315,push,45,53,25,75,pushed,aRKBJzhA60o,210.56,214.56,1280,720,6915,621,"[621, 359, 1864, 1602]"
three/00164,three,58,66,25,78,three,3B1ga7hAOGM,40.64,44.64,1280,720,172,325,"[854, 395, 1504, 1045]"
hello/00271,hello,1,31,0,37,hello,U5sM7p6tdUo,1.2,5.2,1280,720,1643,640,"[640, 360, 1920, 1640]"
mix/00150,mix,46,53,0,74,mixed,05OwI46u1oY,342.08,346.08,1920,1080,448,527,"[969, 582, 2023, 1636]"
top/00140,top,46,53,36,60,top,2d3AjbHq0Bg,93.52,97.52,1274,720,5496,551,"[596, 435, 1699, 1538]"
peak/00033,peak,47,52,30,71,peaks,3UEZg0iSMh4,143.12,147.12,1920,1080,7689,960,"[960, 540, 2880, 2460]"
strong/00077,strong,53,62,33,76,strong,kkfoo0PCJvs,108.4,112.4,1920,1080,368,904,"[906, 540, 2714, 2348]"
transition/00032,transition,44,55,20,79,transition,1qRWBkrcnAM,434.68,438.68,1920,1080,2577,679,"[679, 540, 2037, 1898]"
wave/00034,wave,47,52,0,63,wave,H3dhcNKR3lI,192.8,196.8,1920,1080,812,502,"[1447, 578, 2220, 1184]"
push/00316,push,34,40,25,78,push,CqqOzSEfIak,484.16,488.16,1920,1080,287,346,"[1028, 548, 1721, 1241]"
process/00071,process,44,54,24,53,process,uDz2eGZUDZ8,450.08,454.08,1280,720,1856,586,"[586, 360, 1758, 1532]"
focus/00089,focus,45,54,34,99,focus,4By_HfXe2Yc,315.0,319.0,1280,720,319,373,"[721, 360, 1467, 1106]"
many/00055,many,26,32,6,73,many,tbuRwcA_WcQ,77.64,81.64,1280,720,194,490,"[640, 366, 1621, 1347]"
throw/00182,throw,46,52,25,72,throw,1HMkEHlIiBo,338.48,342.48,1920,1072,241,650,"[971, 535, 2272, 1836]"
push/00317,push,47,51,21,70,push,zdE3m4_iJBQ,337.84,341.84,1920,1080,186,691,"[1018, 485, 2400, 1867]"
move/00215,move,46,53,39,59,moves,_omtmyLJCoY,318.0,322.0,960,720,14664,347,"[364, 403, 1059, 1098]"
whole/00218,whole,46,52,34,59,whole,or8L1pKdQ94,316.08,320.08,1920,1080,2832,833,"[1086, 539, 2753, 2206]"
deep/00075,deep,21,28,18,60,deep,BuvWIjjEKkM,647.04,651.04,1920,1080,200,500,"[1192, 577, 2193, 1578]"
round/00050,round,44,55,19,62,round,SiB5dGFYh38,319.36,323.36,1920,1080,291,607,"[774, 539, 1989, 1754]"
above/00207,above,47,52,19,92,above,52HqJ1ow79o,776.68,780.68,1920,1080,302,603,"[1225, 560, 2432, 1767]"
zoom/00031,zoom,45,53,27,57,zoom,07eObx7PrR0,768.04,772.04,1280,720,2801,473,"[473, 359, 1420, 1306]"
raise/00149,raise,63,67,57,81,raise,LdRgzgtLm4Y,354.36,358.36,1920,1080,109,540,"[1190, 540, 2270, 1620]"
specific/00304,specific,66,78,46,92,specific,JPo3Puc9mYc,581.64,585.64,1920,1080,278,659,"[710, 648, 2029, 1967]"
long/00133,long,47,52,44,65,long,6kk1ZYOs_Ok,210.76,214.76,1280,720,1058,405,"[586, 382, 1396, 1192]"
three/00165,three,36,49,25,60,three,cSyRTOilHlk,8.32,12.32,1280,720,247,536,"[744, 378, 1816, 1450]"
expand/00283,expand,43,56,28,60,expanded,xZya6JBCrcE,262.6,266.6,1280,720,3198,613,"[613, 388, 1840, 1615]"
front/00078,front,47,51,25,61,front,fMGixpYioB4,258.24,262.24,1920,1080,614,690,"[1099, 564, 2480, 1945]"
grab/00079,grab,47,52,25,58,grab,2AYQSqVXVHs,857.08,861.08,1280,720,13514,358,"[476, 362, 1192, 1078]"
bye/00679,bye,41,57,28,69,bye,lIbbSxjwnfM,629.48,633.48,1920,1080,233,960,"[960, 539, 2880, 2459]"
direction/00237,direction,96,101,77,99,direction,qSHjzEO5CiE,378.04,382.04,1920,1080,217,395,"[711, 684, 1502, 1475]"
combine/00080,combine,44,54,38,75,combine,krTahbEvKoE,198.6,202.6,1280,720,4788,515,"[633, 359, 1664, 1390]"
large/00139,large,10,19,0,33,large,33RWd3szbfc,288.24,292.24,1920,1080,426,772,"[1038, 554, 2583, 2099]"
three/00166,three,46,52,33,61,three,5Tz3qWfCNLc,71.84,75.84,1280,720,771,640,"[640, 360, 1920, 1640]"
branch/00015,branch,34,43,8,52,branch,8dH8AyH7Q9I,324.44,328.44,854,476,357,330,"[485, 247, 1146, 908]"
long/00134,long,47,52,48,82,long,e1OJmYpQQ0g,399.64,403.64,1920,1080,6099,650,"[1270, 584, 2570, 1884]"
bottom/00033,bottom,46,53,38,63,bottom,jQTGvQtO88Q,265.56,269.56,1280,720,401,357,"[603, 357, 1318, 1072]"
open/00149,open,37,42,18,60,open,xOrr9g34Y7c,768.28,772.28,1920,1080,527,631,"[971, 561, 2234, 1824]"
push/00318,push,47,52,32,78,push,JUh_9SfHUQ8,728.0,732.0,1920,1080,1263,681,"[879, 539, 2242, 1902]"
push/00319,push,76,84,50,75,push,KawCwJ3J2e4,269.48,273.48,1920,1080,190,699,"[889, 539, 2288, 1938]"
mix/00151,mix,47,51,25,72,mix,Fy9VKC8jvsw,79.2,83.2,1280,720,3078,555,"[636, 393, 1747, 1504]"
raise/00150,raise,46,52,29,66,raise,U5PwfU2mWbM,293.96,297.96,1920,1080,691,605,"[1053, 613, 2263, 1823]"
five/00160,five,46,52,28,65,five,CO9nD79_BL0,349.56,353.56,1920,1080,324,960,"[960, 540, 2880, 2460]"
condense/00025,condense,45,54,32,68,condensed,HL9bf-ciHWU,241.64,245.64,1920,1080,1915,543,"[543, 604, 1629, 1690]"
absorb/00037,absorb,43,56,27,65,absorb,LE159oAtDQQ,207.76,211.76,1280,720,1195,554,"[726, 383, 1834, 1491]"
specific/00305,specific,40,58,15,69,specific,PJnaqTe7XiI,5.16,9.16,1280,720,741,540,"[540, 359, 1620, 1439]"
wide/00132,wide,47,52,33,58,wide,qnlK8xJfMtU,590.48,594.48,1920,1080,937,776,"[975, 543, 2527, 2095]"
interaction/00020,interaction,42,57,0,58,interaction,fXtguIyc7Eg,162.96,166.96,1280,720,353,360,"[792, 360, 1512, 1080]"
below/00410,below,44,56,27,58,below,yUD3W4sVo7w,491.72,495.72,1920,1080,442,743,"[948, 687, 2434, 2173]"
collide/00013,collide,44,54,45,99,collided,O-0sRSo1Ir4,353.24,357.24,1920,1080,134,501,"[845, 578, 1848, 1581]"
many/00056,many,47,52,26,70,many,4jPzqy2O7m8,94.96,98.96,1080,720,880,539,"[539, 360, 1617, 1438]"
trap/00008,trap,46,53,35,72,trapped,QLH9tnJI7Gk,424.84,428.84,1920,1080,2419,456,"[983, 623, 1692, 1375]"
bye/00680,bye,89,94,71,99,bye,iRDr3mk5Dgk,489.76,493.76,1280,720,12344,640,"[640, 360, 1920, 1640]"
around/00061,around,44,55,0,50,around,Z37NWzW5U9A,447.56,451.56,1280,720,571,640,"[640, 368, 1920, 1648]"
stop/00054,stop,45,54,23,50,stop,HINOdaZ0e3o,360.36,364.36,1920,1080,1383,723,"[767, 638, 2213, 2084]"
open/00150,open,46,53,10,66,opens,IX4q-K6HQ7U,336.84,340.84,1280,720,14713,635,"[635, 359, 1906, 1630]"
large/00140,large,46,52,39,60,large,lFB5BdWCiw8,316.6,320.6,1280,720,2979,632,"[634, 436, 1899, 1701]"
below/00411,below,20,29,10,32,below,KKORDM_RdXY,673.68,677.68,1920,1080,278,536,"[1053, 558, 2125, 1630]"
direction/00238,direction,45,54,42,56,direction,9cXe8w62_ow,240.72,244.72,1920,1080,114,669,"[925, 539, 2264, 1878]"
five/00161,five,46,53,16,65,five,0Ar9zh11_ig,295.88,299.88,1280,720,1034,420,"[442, 395, 1282, 1235]"
small/00156,small,46,52,32,62,small,CKtLlOSh8o4,1133.24,1137.24,1280,720,328,395,"[734, 398, 1525, 1189]"
small/00157,small,46,53,25,62,small,vzNSx0LFt2E,281.0,285.0,1920,1080,2280,644,"[644, 383, 1932, 1671]"
process/00072,process,44,55,16,99,process,QF7q4hjs7Bk,743.32,747.32,1280,720,103,327,"[322, 392, 977, 1047]"
huge/00188,huge,47,52,32,99,huge,50e4_xD53WA,333.96,337.96,1920,1080,396,867,"[867, 565, 2601, 2299]"
together/00269,together,43,55,27,91,together,lS0b4QCpFGc,617.36,621.36,1280,720,2529,633,"[633, 360, 1899, 1626]"
direction/00239,direction,44,55,33,77,direction,i-qbxabUAxw,375.44,379.44,1280,720,1350,640,"[640, 360, 1920, 1640]"
press/00125,press,45,53,0,99,press,7PmtXhF-W5Q,597.96,601.96,1920,1080,712,861,"[861, 539, 2584, 2262]"
four/00149,four,46,52,41,58,four,iKVO9lRFR28,1622.64,1626.64,1920,1080,237,505,"[1104, 575, 1892, 1134]"
bye/00681,bye,95,100,78,95,bye,Uol92SkYaFw,390.6,394.6,1920,1080,658,796,"[899, 540, 2491, 2132]"
throw/00183,throw,46,52,27,60,throw,kqRHHWj4I7c,407.56,411.56,1920,1080,914,606,"[1314, 540, 2526, 1752]"
collect/00028,collect,44,54,37,62,collect,8j04udYWGLU,140.52,144.52,1280,720,2255,412,"[656, 361, 1481, 1186]"
tight/00017,tight,86,94,78,99,tight,hFCFxAk7V8M,87.44,91.44,1920,1080,141,938,"[981, 559, 2858, 2436]"
below/00412,below,45,54,32,61,below,4UTQjzaj5s8,166.12,170.12,1920,1080,703,297,"[1363, 446, 1958, 1041]"
below/00413,below,45,53,42,61,below,tvqajCgCKwM,556.72,560.72,1920,1080,15523,960,"[960, 540, 2880, 2460]"
bye/00682,bye,54,59,46,80,bye,Jsr5m6A8ips,510.6,514.6,1920,1080,1345,756,"[1164, 540, 2676, 2052]"
increase/00081,increase,67,80,50,75,increasing,5cX3VGUtdxw,9.76,13.76,1920,1080,217,532,"[532, 614, 1596, 1678]"
wait/00028,wait,48,51,50,66,wait,Zo4Jvueas98,274.4,278.4,1280,720,22838,326,"[954, 360, 1606, 1012]"
bye/00683,bye,46,52,45,89,bye,OxVLNsebw_Q,593.76,597.76,1920,1080,1730,572,"[1347, 539, 2492, 1684]"
deep/00076,deep,45,54,25,70,deeper,Hriw-pnKllw,242.48,246.48,1920,1080,395,520,"[1426, 560, 2466, 1600]"
high/00094,high,43,55,25,61,high,lKPe_JZTr90,747.08,751.08,1920,1080,6158,531,"[581, 552, 1616, 1324]"
bye/00684,bye,49,50,52,99,bye,vEXlumYqRvI,544.6,548.6,1920,1080,680,767,"[1064, 545, 2598, 2079]"
full/00098,full,46,52,25,73,full,JFzpBEiMrcg,484.12,488.12,1920,1080,685,729,"[996, 552, 2455, 2011]"
track/00053,track,46,53,25,69,track,f22VWgtuyMM,533.16,537.16,1920,1080,1313,626,"[626, 680, 1878, 1932]"
